Title: Ion-by-Ion Cooling Efficiencies
Authors: Gnat O., Ferland G.J.
Table: Ion-by-Ion Cooling Efficiencies for Nitrogen
================================================================================
Byte-by-byte Description of file: datafile1G.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label        Explanations
--------------------------------------------------------------------------------
   1-  8 E8.2   K       Temperature  Temperature (column 1)
  10- 17 E8.2   ---     N{0}         Ionic Cooling efficiency (column 2)
  19- 26 E8.2   ---     N{+}         Ionic Cooling efficiency (column 3)
  28- 35 E8.2   ---     N{2+}        Ionic Cooling efficiency (column 4)
  37- 44 E8.2   ---     N{3+}        Ionic Cooling efficiency (column 5)
  46- 53 E8.2   ---     N{4+}        Ionic Cooling efficiency (column 6)
  55- 62 E8.2   ---     N{5+}        Ionic Cooling efficiency (column 7)
  64- 71 E8.2   ---     N{6+}        Ionic Cooling efficiency (column 8)
  73- 80 E8.2   ---     N{7+}        Ionic Cooling efficiency (column 9)
  82- 89 E8.2   ---     N{CIE}       CIE Cooling efficiency (column 10)
--------------------------------------------------------------------------------
8.32e+06 2.69e-18 2.71e-18 1.56e-18 1.25e-18 7.75e-19 2.58e-19 1.45e-19 4.93e-22 1.65e-21
8.71e+06 2.66e-18 2.69e-18 1.55e-18 1.24e-18 7.74e-19 2.66e-19 1.49e-19 4.99e-22 1.59e-21
9.12e+06 2.64e-18 2.66e-18 1.54e-18 1.23e-18 7.73e-19 2.73e-19 1.53e-19 5.05e-22 1.52e-21
9.55e+06 2.61e-18 2.64e-18 1.52e-18 1.22e-18 7.72e-19 2.81e-19 1.57e-19 5.12e-22 1.46e-21
1.00e+07 2.58e-18 2.61e-18 1.51e-18 1.21e-18 7.71e-19 2.88e-19 1.60e-19 5.18e-22 1.41e-21
1.05e+07 2.56e-18 2.59e-18 1.50e-18 1.20e-18 7.70e-19 2.94e-19 1.64e-19 5.24e-22 1.36e-21
1.10e+07 2.53e-18 2.56e-18 1.48e-18 1.19e-18 7.69e-19 3.01e-19 1.67e-19 5.31e-22 1.32e-21
1.15e+07 2.50e-18 2.53e-18 1.47e-18 1.17e-18 7.67e-19 3.08e-19 1.70e-19 5.38e-22 1.28e-21
1.20e+07 2.47e-18 2.51e-18 1.45e-18 1.16e-18 7.66e-19 3.14e-19 1.73e-19 5.45e-22 1.24e-21
1.26e+07 5.44e-16 2.48e-18 1.44e-18 1.15e-18 7.64e-19 3.20e-19 1.76e-19 5.52e-22 1.20e-21
1.32e+07 2.24e-16 2.46e-18 1.42e-18 1.14e-18 7.62e-19 3.25e-19 1.79e-19 5.59e-22 1.17e-21
1.38e+07 1.40e-16 2.43e-18 1.41e-18 1.13e-18 7.61e-19 3.31e-19 1.81e-19 5.66e-22 1.14e-21
1.45e+07 1.01e-16 2.40e-18 1.39e-18 1.12e-18 7.59e-19 3.36e-19 1.84e-19 5.73e-22 1.12e-21
1.51e+07 7.99e-17 2.38e-18 1.38e-18 1.11e-18 7.56e-19 3.41e-19 1.86e-19 5.80e-22 1.09e-21
1.58e+07 6.60e-17 2.35e-18 1.37e-18 1.10e-18 7.54e-19 3.46e-19 1.88e-19 5.87e-22 1.07e-21
1.66e+07 5.61e-17 2.32e-18 1.35e-18 1.09e-18 7.52e-19 3.51e-19 1.90e-19 5.94e-22 1.05e-21
1.74e+07 4.88e-17 2.30e-18 1.34e-18 1.08e-18 7.49e-19 3.55e-19 1.92e-19 6.01e-22 1.03e-21
1.82e+07 4.32e-17 2.27e-18 1.32e-18 1.06e-18 7.47e-19 3.59e-19 1.93e-19 6.09e-22 1.01e-21
1.91e+07 3.87e-17 2.24e-18 1.31e-18 1.05e-18 7.44e-19 3.62e-19 1.95e-19 6.17e-22 9.95e-22
2.00e+07 3.52e-17 2.22e-18 1.29e-18 1.04e-18 7.41e-19 3.66e-19 1.96e-19 6.25e-22 9.81e-22
2.09e+07 3.24e-17 2.19e-18 1.28e-18 1.03e-18 7.38e-19 3.69e-19 1.98e-19 6.33e-22 9.69e-22
2.19e+07 3.02e-17 2.16e-18 1.26e-18 1.02e-18 7.34e-19 3.72e-19 1.99e-19 6.41e-22 9.58e-22
2.29e+07 2.86e-17 2.14e-18 1.25e-18 1.01e-18 7.31e-19 3.75e-19 2.00e-19 6.49e-22 9.48e-22
2.40e+07 2.78e-17 2.11e-18 1.23e-18 9.98e-19 7.27e-19 3.77e-19 2.00e-19 6.57e-22 9.39e-22
2.51e+07 2.77e-17 2.08e-18 1.22e-18 9.87e-19 7.24e-19 3.79e-19 2.01e-19 6.65e-22 9.30e-22
2.63e+07 2.89e-17 2.06e-18 1.20e-18 9.76e-19 7.20e-19 3.81e-19 2.02e-19 6.73e-22 9.23e-22
2.75e+07 3.19e-17 2.03e-18 1.19e-18 9.65e-19 7.16e-19 3.82e-19 2.02e-19 6.80e-22 9.17e-22
2.88e+07 3.84e-17 2.01e-18 1.18e-18 9.54e-19 7.12e-19 3.84e-19 2.02e-19 6.88e-22 9.11e-22
